year;station_name;city;Region;Annual_passengers_millions;Type;source
2022;Sevilla Santa Justa;Sevilla;Andalucía;51.09;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2022;Málaga María Zambrano;Málaga;Andalucía;26.47;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2022;Zaragoza Delicias;Zaragoza;Aragón;24.56;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2022;Alicante Terminal;Alicante;Comunidad Valenciana;6.17;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2022;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;26.26;Larga Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2022;Santander;Santander;Cantabria;23.43;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2022;Valladolid Campo Grande;Valladolid;Castilla y León;20.49;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2022;Córdoba Central;Córdoba;Andalucía;6.05;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2022;Granada;Granada;Andalucía;28.67;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2022;Murcia del Carmen;Murcia;Región de Murcia;6.55;Media Distancia / Cercanías;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2022;La Coruña-San Cristóbal;A Coruña;Galicia;7.98;Larga Distancia / Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2022;Santiago de Compostela;Santiago de Compostela;Galicia;6.48;Larga Distancia / Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2022;Oviedo;Oviedo;Asturias;17.51;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2022;Gijón;Gijón;Asturias;8.07;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2022;Logroño;Logroño;La Rioja;24.53;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2022;Pamplona;Pamplona;Navarra;7.45;Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2023;Madrid Puerta de Atocha;Madrid;Comunidad de Madrid;52.43;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2023;Madrid Chamartín;Madrid;Comunidad de Madrid;62.45;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2023;Barcelona Sants;Barcelona;Cataluña;81.25;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2023;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;54.28;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2023;Sevilla Santa Justa;Sevilla;Andalucía;23.4;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2023;Málaga María Zambrano;Málaga;Andalucía;50.03;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2023;Zaragoza Delicias;Zaragoza;Aragón;29.76;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2023;Alicante Terminal;Alicante;Comunidad Valenciana;5.81;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2023;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;4.33;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2023;Santander;Santander;Cantabria;21.73;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2023;Valladolid Campo Grande;Valladolid;Castilla y León;28.13;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2023;Córdoba Central;Córdoba;Andalucía;18.2;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2023;Granada;Granada;Andalucía;9.06;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2023;Murcia del Carmen;Murcia;Región de Murcia;26.73;Media Distancia / Cercanías;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2023;La Coruña-San Cristóbal;A Coruña;Galicia;15.43;Larga Distancia / Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2023;Santiago de Compostela;Santiago de Compostela;Galicia;14.0;Larga Distancia / Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2023;Oviedo;Oviedo;Asturias;18.77;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2023;Gijón;Gijón;Asturias;9.83;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2023;Logroño;Logroño;La Rioja;5.12;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2023;Pamplona;Pamplona;Navarra;6.04;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2024;Madrid Puerta de Atocha;Madrid;Comunidad de Madrid;83.04;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2024;Madrid Chamartín;Madrid;Comunidad de Madrid;58.11;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2024;Barcelona Sants;Barcelona;Cataluña;54.5;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2024;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;48.97;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2024;Sevilla Santa Justa;Sevilla;Andalucía;33.3;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2024;Málaga María Zambrano;Málaga;Andalucía;23.54;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2024;Zaragoza Delicias;Zaragoza;Aragón;9.08;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2024;Alicante Terminal;Alicante;Comunidad Valenciana;17.83;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2024;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;19.04;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2024;Santander;Santander;Cantabria;25.78;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2024;Valladolid Campo Grande;Valladolid;Castilla y León;7.65;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2024;Córdoba Central;Córdoba;Andalucía;4.45;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2024;Granada;Granada;Andalucía;21.88;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2024;Murcia del Carmen;Murcia;Región de Murcia;4.75;Media Distancia / Cercanías;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2024;La Coruña-San Cristóbal;A Coruña;Galicia;8.09;Larga Distancia / Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2024;Santiago de Compostela;Santiago de Compostela;Galicia;13.38;Larga Distancia / Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2024;Oviedo;Oviedo;Asturias;7.2;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2024;Gijón;Gijón;Asturias;26.83;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2024;Logroño;Logroño;La Rioja;20.08;Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2024;Pamplona;Pamplona;Navarra;27.86;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
