No.;year;origin_country;origin_station_name;origin_city;origin_region;destination_country;destination_station_name;destination_city;destination_region;Passengers_millions;Type
217;2016;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;0.975;Long-distance
218;2016;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Porto Campanhã;Porto;Porto;0.244;Regional
219;2016;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.356;Regional
220;2016;France;Hendaye;Hendaye;Nouvelle-Aquitaine;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.003;Long-distance
221;2017;Germany;München Hbf;München;Bayern;Italy;Milano Centrale;Milano;Lombardia;2.461;Long-distance
222;2017;Germany;München Hbf;München;Bayern;Italy;Bolzano;Bolzano;Trentino-Alto Adige;1.929;Long-distance
223;2017;Switzerland;Zürich HB;Zürich;Zürich;Italy;Milano Centrale;Milano;Lombardia;0.673;Long-distance
224;2017;Switzerland;Lugano;Lugano;Ticino;Italy;Milano Centrale;Milano;Lombardia;0.378;Long-distance
225;2017;Switzerland;Brig;Brig;Valais;Italy;Domodossola;Domodossola;Piemonte;0.062;Long-distance
226;2017;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Milano Centrale;Milano;Lombardia;2.082;Long-distance
227;2017;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Torino Porta Susa;Torino;Piemonte;2.016;Long-distance
228;2017;France;Paris Gare de Lyon;Paris;Île-de-France;Italy;Milano Centrale;Milano;Lombardia;1.208;Long-distance
229;2017;Switzerland;Genève;Genève;Genève;France;Paris Gare de Lyon;Paris;Île-de-France;2.186;Long-distance
230;2017;Switzerland;Lausanne;Lausanne;Vaud;France;Paris Gare de Lyon;Paris;Île-de-France;0.54;Long-distance
231;2017;Switzerland;Basel SBB;Basel;Basel-Stadt;France;Mulhouse Ville;Mulhouse;Grand Est;0.276;Regional
232;2017;Switzerland;Genève;Genève;Genève;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;0.384;Regional
233;2017;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;France;Paris Est;Paris;Île-de-France;2.071;Long-distance
234;2017;Germany;München Hbf;München;Bayern;France;Paris Est;Paris;Île-de-France;1.599;Long-distance
235;2017;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;France;Strasbourg;Strasbourg;Grand Est;0.676;Long-distance
236;2017;Spain;Barcelona Sants;Barcelona;Cataluña;France;Paris Gare de Lyon;Paris;Île-de-France;0.486;Long-distance
237;2017;Spain;Barcelona Sants;Barcelona;Cataluña;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;2.749;Long-distance
238;2017;Spain;Barcelona Sants;Barcelona;Cataluña;France;Toulouse Matabiau;Toulouse;Occitanie;1.563;Long-distance
239;2017;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;2.642;Long-distance
240;2017;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Porto Campanhã;Porto;Porto;0.758;Regional
241;2017;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.102;Regional
242;2017;France;Hendaye;Hendaye;Nouvelle-Aquitaine;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;2.087;Long-distance
243;2018;Germany;München Hbf;München;Bayern;Italy;Milano Centrale;Milano;Lombardia;2.425;Long-distance
244;2018;Germany;München Hbf;München;Bayern;Italy;Bolzano;Bolzano;Trentino-Alto Adige;1.869;Long-distance
245;2018;Switzerland;Zürich HB;Zürich;Zürich;Italy;Milano Centrale;Milano;Lombardia;1.947;Long-distance
246;2018;Switzerland;Lugano;Lugano;Ticino;Italy;Milano Centrale;Milano;Lombardia;2.163;Long-distance
247;2018;Switzerland;Brig;Brig;Valais;Italy;Domodossola;Domodossola;Piemonte;0.171;Long-distance
248;2018;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Milano Centrale;Milano;Lombardia;0.596;Long-distance
249;2018;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Torino Porta Susa;Torino;Piemonte;1.784;Long-distance
250;2018;France;Paris Gare de Lyon;Paris;Île-de-France;Italy;Milano Centrale;Milano;Lombardia;1.64;Long-distance
251;2018;Switzerland;Genève;Genève;Genève;France;Paris Gare de Lyon;Paris;Île-de-France;2.412;Long-distance
252;2018;Switzerland;Lausanne;Lausanne;Vaud;France;Paris Gare de Lyon;Paris;Île-de-France;2.992;Long-distance
253;2018;Switzerland;Basel SBB;Basel;Basel-Stadt;France;Mulhouse Ville;Mulhouse;Grand Est;2.591;Regional
254;2018;Switzerland;Genève;Genève;Genève;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;0.192;Regional
255;2018;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;France;Paris Est;Paris;Île-de-France;0.286;Long-distance
256;2018;Germany;München Hbf;München;Bayern;France;Paris Est;Paris;Île-de-France;1.03;Long-distance
257;2018;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;France;Strasbourg;Strasbourg;Grand Est;0.17;Long-distance
258;2018;Spain;Barcelona Sants;Barcelona;Cataluña;France;Paris Gare de Lyon;Paris;Île-de-France;1.278;Long-distance
259;2018;Spain;Barcelona Sants;Barcelona;Cataluña;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;0.271;Long-distance
260;2018;Spain;Barcelona Sants;Barcelona;Cataluña;France;Toulouse Matabiau;Toulouse;Occitanie;2.059;Long-distance
261;2018;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;2.381;Long-distance
262;2018;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Porto Campanhã;Porto;Porto;0.401;Regional
263;2018;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.42;Regional
264;2018;France;Hendaye;Hendaye;Nouvelle-Aquitaine;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;0.772;Long-distance
265;2019;Germany;München Hbf;München;Bayern;Italy;Milano Centrale;Milano;Lombardia;1.87;Long-distance
266;2019;Germany;München Hbf;München;Bayern;Italy;Bolzano;Bolzano;Trentino-Alto Adige;2.22;Long-distance
267;2019;Switzerland;Zürich HB;Zürich;Zürich;Italy;Milano Centrale;Milano;Lombardia;0.307;Long-distance
268;2019;Switzerland;Lugano;Lugano;Ticino;Italy;Milano Centrale;Milano;Lombardia;0.582;Long-distance
269;2019;Switzerland;Brig;Brig;Valais;Italy;Domodossola;Domodossola;Piemonte;0.23;Long-distance
270;2019;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Milano Centrale;Milano;Lombardia;0.949;Long-distance
271;2019;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Torino Porta Susa;Torino;Piemonte;1.46;Long-distance
272;2019;France;Paris Gare de Lyon;Paris;Île-de-France;Italy;Milano Centrale;Milano;Lombardia;2.726;Long-distance
273;2019;Switzerland;Genève;Genève;Genève;France;Paris Gare de Lyon;Paris;Île-de-France;0.335;Long-distance
274;2019;Switzerland;Lausanne;Lausanne;Vaud;France;Paris Gare de Lyon;Paris;Île-de-France;1.153;Long-distance
275;2019;Switzerland;Basel SBB;Basel;Basel-Stadt;France;Mulhouse Ville;Mulhouse;Grand Est;0.775;Regional
276;2019;Switzerland;Genève;Genève;Genève;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;0.789;Regional
277;2019;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;France;Paris Est;Paris;Île-de-France;0.542;Long-distance
278;2019;Germany;München Hbf;München;Bayern;France;Paris Est;Paris;Île-de-France;1.718;Long-distance
279;2019;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;France;Strasbourg;Strasbourg;Grand Est;0.302;Long-distance
280;2019;Spain;Barcelona Sants;Barcelona;Cataluña;France;Paris Gare de Lyon;Paris;Île-de-France;0.494;Long-distance
281;2019;Spain;Barcelona Sants;Barcelona;Cataluña;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;1.481;Long-distance
282;2019;Spain;Barcelona Sants;Barcelona;Cataluña;France;Toulouse Matabiau;Toulouse;Occitanie;0.361;Long-distance
283;2019;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.057;Long-distance
284;2019;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Porto Campanhã;Porto;Porto;0.312;Regional
285;2019;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.052;Regional
286;2019;France;Hendaye;Hendaye;Nouvelle-Aquitaine;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.62;Long-distance
287;2020;Germany;München Hbf;München;Bayern;Italy;Milano Centrale;Milano;Lombardia;1.005;Long-distance
288;2020;Germany;München Hbf;München;Bayern;Italy;Bolzano;Bolzano;Trentino-Alto Adige;0.694;Long-distance
289;2020;Switzerland;Zürich HB;Zürich;Zürich;Italy;Milano Centrale;Milano;Lombardia;1.519;Long-distance
290;2020;Switzerland;Lugano;Lugano;Ticino;Italy;Milano Centrale;Milano;Lombardia;2.185;Long-distance
291;2020;Switzerland;Brig;Brig;Valais;Italy;Domodossola;Domodossola;Piemonte;0.736;Long-distance
292;2020;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Milano Centrale;Milano;Lombardia;0.558;Long-distance
293;2020;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Torino Porta Susa;Torino;Piemonte;1.462;Long-distance
294;2020;France;Paris Gare de Lyon;Paris;Île-de-France;Italy;Milano Centrale;Milano;Lombardia;0.497;Long-distance
295;2020;Switzerland;Genève;Genève;Genève;France;Paris Gare de Lyon;Paris;Île-de-France;0.353;Long-distance
296;2020;Switzerland;Lausanne;Lausanne;Vaud;France;Paris Gare de Lyon;Paris;Île-de-France;0.98;Long-distance
297;2020;Switzerland;Basel SBB;Basel;Basel-Stadt;France;Mulhouse Ville;Mulhouse;Grand Est;2.131;Regional
298;2020;Switzerland;Genève;Genève;Genève;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;0.57;Regional
299;2020;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;France;Paris Est;Paris;Île-de-France;1.015;Long-distance
300;2020;Germany;München Hbf;München;Bayern;France;Paris Est;Paris;Île-de-France;0.29;Long-distance
301;2020;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;France;Strasbourg;Strasbourg;Grand Est;0.865;Long-distance
302;2020;Spain;Barcelona Sants;Barcelona;Cataluña;France;Paris Gare de Lyon;Paris;Île-de-France;1.333;Long-distance
303;2020;Spain;Barcelona Sants;Barcelona;Cataluña;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;0.705;Long-distance
304;2020;Spain;Barcelona Sants;Barcelona;Cataluña;France;Toulouse Matabiau;Toulouse;Occitanie;2.217;Long-distance
305;2020;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;0.857;Long-distance
306;2020;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Porto Campanhã;Porto;Porto;0.758;Regional
307;2020;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.766;Regional
308;2020;France;Hendaye;Hendaye;Nouvelle-Aquitaine;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;2.139;Long-distance
309;2021;Germany;München Hbf;München;Bayern;Italy;Milano Centrale;Milano;Lombardia;1.231;Long-distance
310;2021;Germany;München Hbf;München;Bayern;Italy;Bolzano;Bolzano;Trentino-Alto Adige;1.495;Long-distance
311;2021;Switzerland;Zürich HB;Zürich;Zürich;Italy;Milano Centrale;Milano;Lombardia;2.941;Long-distance
312;2021;Switzerland;Lugano;Lugano;Ticino;Italy;Milano Centrale;Milano;Lombardia;2.449;Long-distance
313;2021;Switzerland;Brig;Brig;Valais;Italy;Domodossola;Domodossola;Piemonte;0.697;Long-distance
314;2021;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Milano Centrale;Milano;Lombardia;1.29;Long-distance
315;2021;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Torino Porta Susa;Torino;Piemonte;0.651;Long-distance
316;2021;France;Paris Gare de Lyon;Paris;Île-de-France;Italy;Milano Centrale;Milano;Lombardia;0.403;Long-distance
317;2021;Switzerland;Genève;Genève;Genève;France;Paris Gare de Lyon;Paris;Île-de-France;1.519;Long-distance
318;2021;Switzerland;Lausanne;Lausanne;Vaud;France;Paris Gare de Lyon;Paris;Île-de-France;2.961;Long-distance
319;2021;Switzerland;Basel SBB;Basel;Basel-Stadt;France;Mulhouse Ville;Mulhouse;Grand Est;0.86;Regional
320;2021;Switzerland;Genève;Genève;Genève;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;0.661;Regional
321;2021;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;France;Paris Est;Paris;Île-de-France;2.351;Long-distance
322;2021;Germany;München Hbf;München;Bayern;France;Paris Est;Paris;Île-de-France;0.86;Long-distance
323;2021;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;France;Strasbourg;Strasbourg;Grand Est;0.2;Long-distance
324;2021;Spain;Barcelona Sants;Barcelona;Cataluña;France;Paris Gare de Lyon;Paris;Île-de-France;1.988;Long-distance
325;2021;Spain;Barcelona Sants;Barcelona;Cataluña;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;1.275;Long-distance
326;2021;Spain;Barcelona Sants;Barcelona;Cataluña;France;Toulouse Matabiau;Toulouse;Occitanie;0.559;Long-distance
327;2021;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;2.427;Long-distance
328;2021;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Porto Campanhã;Porto;Porto;0.906;Regional
329;2021;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.205;Regional
330;2021;France;Hendaye;Hendaye;Nouvelle-Aquitaine;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;2.597;Long-distance
331;2022;Germany;München Hbf;München;Bayern;Italy;Milano Centrale;Milano;Lombardia;1.244;Long-distance
332;2022;Germany;München Hbf;München;Bayern;Italy;Bolzano;Bolzano;Trentino-Alto Adige;2.878;Long-distance
333;2022;Switzerland;Zürich HB;Zürich;Zürich;Italy;Milano Centrale;Milano;Lombardia;0.643;Long-distance
334;2022;Switzerland;Lugano;Lugano;Ticino;Italy;Milano Centrale;Milano;Lombardia;0.318;Long-distance
335;2022;Switzerland;Brig;Brig;Valais;Italy;Domodossola;Domodossola;Piemonte;0.184;Long-distance
336;2022;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Milano Centrale;Milano;Lombardia;1.588;Long-distance
337;2022;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Torino Porta Susa;Torino;Piemonte;1.587;Long-distance
338;2022;France;Paris Gare de Lyon;Paris;Île-de-France;Italy;Milano Centrale;Milano;Lombardia;0.253;Long-distance
339;2022;Switzerland;Genève;Genève;Genève;France;Paris Gare de Lyon;Paris;Île-de-France;2.059;Long-distance
340;2022;Switzerland;Lausanne;Lausanne;Vaud;France;Paris Gare de Lyon;Paris;Île-de-France;3.109;Long-distance
341;2022;Switzerland;Basel SBB;Basel;Basel-Stadt;France;Mulhouse Ville;Mulhouse;Grand Est;1.748;Regional
342;2022;Switzerland;Genève;Genève;Genève;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;0.298;Regional
343;2022;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;France;Paris Est;Paris;Île-de-France;1.188;Long-distance
344;2022;Germany;München Hbf;München;Bayern;France;Paris Est;Paris;Île-de-France;0.987;Long-distance
345;2022;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;France;Strasbourg;Strasbourg;Grand Est;0.612;Long-distance
346;2022;Spain;Barcelona Sants;Barcelona;Cataluña;France;Paris Gare de Lyon;Paris;Île-de-France;0.471;Long-distance
347;2022;Spain;Barcelona Sants;Barcelona;Cataluña;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;0.687;Long-distance
348;2022;Spain;Barcelona Sants;Barcelona;Cataluña;France;Toulouse Matabiau;Toulouse;Occitanie;2.985;Long-distance
349;2022;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;2.484;Long-distance
350;2022;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Porto Campanhã;Porto;Porto;0.792;Regional
351;2022;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.49;Regional
352;2022;France;Hendaye;Hendaye;Nouvelle-Aquitaine;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;2.407;Long-distance
353;2023;Germany;München Hbf;München;Bayern;Italy;Milano Centrale;Milano;Lombardia;1.027;Long-distance
354;2023;Germany;München Hbf;München;Bayern;Italy;Bolzano;Bolzano;Trentino-Alto Adige;1.471;Long-distance
355;2023;Switzerland;Zürich HB;Zürich;Zürich;Italy;Milano Centrale;Milano;Lombardia;0.744;Long-distance
356;2023;Switzerland;Lugano;Lugano;Ticino;Italy;Milano Centrale;Milano;Lombardia;1.775;Long-distance
357;2023;Switzerland;Brig;Brig;Valais;Italy;Domodossola;Domodossola;Piemonte;0.925;Long-distance
358;2023;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Milano Centrale;Milano;Lombardia;2.356;Long-distance
359;2023;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Torino Porta Susa;Torino;Piemonte;1.824;Long-distance
360;2023;France;Paris Gare de Lyon;Paris;Île-de-France;Italy;Milano Centrale;Milano;Lombardia;1.616;Long-distance
361;2023;Switzerland;Genève;Genève;Genève;France;Paris Gare de Lyon;Paris;Île-de-France;2.751;Long-distance
362;2023;Switzerland;Lausanne;Lausanne;Vaud;France;Paris Gare de Lyon;Paris;Île-de-France;1.346;Long-distance
363;2023;Switzerland;Basel SBB;Basel;Basel-Stadt;France;Mulhouse Ville;Mulhouse;Grand Est;1.777;Regional
364;2023;Switzerland;Genève;Genève;Genève;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;0.059;Regional
365;2023;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;France;Paris Est;Paris;Île-de-France;1.383;Long-distance
366;2023;Germany;München Hbf;München;Bayern;France;Paris Est;Paris;Île-de-France;1.913;Long-distance
367;2023;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;France;Strasbourg;Strasbourg;Grand Est;0.675;Long-distance
368;2023;Spain;Barcelona Sants;Barcelona;Cataluña;France;Paris Gare de Lyon;Paris;Île-de-France;0.93;Long-distance
369;2023;Spain;Barcelona Sants;Barcelona;Cataluña;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;0.278;Long-distance
370;2023;Spain;Barcelona Sants;Barcelona;Cataluña;France;Toulouse Matabiau;Toulouse;Occitanie;1.075;Long-distance
371;2023;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.982;Long-distance
372;2023;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Porto Campanhã;Porto;Porto;0.579;Regional
373;2023;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.254;Regional
374;2023;France;Hendaye;Hendaye;Nouvelle-Aquitaine;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.975;Long-distance
375;2024;Germany;München Hbf;München;Bayern;Italy;Milano Centrale;Milano;Lombardia;1.457;Long-distance
376;2024;Germany;München Hbf;München;Bayern;Italy;Bolzano;Bolzano;Trentino-Alto Adige;0.308;Long-distance
377;2024;Switzerland;Zürich HB;Zürich;Zürich;Italy;Milano Centrale;Milano;Lombardia;2.193;Long-distance
378;2024;Switzerland;Lugano;Lugano;Ticino;Italy;Milano Centrale;Milano;Lombardia;0.538;Long-distance
379;2024;Switzerland;Brig;Brig;Valais;Italy;Domodossola;Domodossola;Piemonte;0.609;Long-distance
380;2024;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Milano Centrale;Milano;Lombardia;2.162;Long-distance
381;2024;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Torino Porta Susa;Torino;Piemonte;1.333;Long-distance
382;2024;France;Paris Gare de Lyon;Paris;Île-de-France;Italy;Milano Centrale;Milano;Lombardia;1.161;Long-distance
383;2024;Switzerland;Genève;Genève;Genève;France;Paris Gare de Lyon;Paris;Île-de-France;0.801;Long-distance
384;2024;Switzerland;Lausanne;Lausanne;Vaud;France;Paris Gare de Lyon;Paris;Île-de-France;0.784;Long-distance
385;2024;Switzerland;Basel SBB;Basel;Basel-Stadt;France;Mulhouse Ville;Mulhouse;Grand Est;1.368;Regional
386;2024;Switzerland;Genève;Genève;Genève;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;0.567;Regional
387;2024;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;France;Paris Est;Paris;Île-de-France;0.919;Long-distance
388;2024;Germany;München Hbf;München;Bayern;France;Paris Est;Paris;Île-de-France;1.318;Long-distance
389;2024;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;France;Strasbourg;Strasbourg;Grand Est;0.647;Long-distance
390;2024;Spain;Barcelona Sants;Barcelona;Cataluña;France;Paris Gare de Lyon;Paris;Île-de-France;0.525;Long-distance
391;2024;Spain;Barcelona Sants;Barcelona;Cataluña;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;2.395;Long-distance
392;2024;Spain;Barcelona Sants;Barcelona;Cataluña;France;Toulouse Matabiau;Toulouse;Occitanie;0.33;Long-distance
393;2024;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.461;Long-distance
394;2024;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Porto Campanhã;Porto;Porto;0.358;Regional
395;2024;Spain;Vigo Guixar;Vigo;Galicia;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.455;Regional
396;2024;France;Hendaye;Hendaye;Nouvelle-Aquitaine;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;0.714;Long-distance
