year;origin_station;destination_station;origin_city;destination_city;origin_region;destination_region;passengers_millions;service_type;flow_type;source;origin_country_iso;destination_country_iso;emissions_train_g_km;emissions_car_g_km;co2_saved_vs_car_g_km;reduction_vs_car_pct
2017;Rennes;Lyon Part-Dieu;Rennes;Lyon;Bretagne;Auvergne-Rhône-Alpes;1.04;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Rennes;Lyon Perrache;Rennes;Lyon;Bretagne;Auvergne-Rhône-Alpes;0.94;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Rennes;Marseille Saint-Charles;Rennes;Marseille;Bretagne;Provence-Alpes-Côte d'Azur;1.04;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Rennes;Lille Flandres;Rennes;Lille;Bretagne;Hauts-de-France;0.94;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Rennes;Lille Europe;Rennes;Lille;Bretagne;Hauts-de-France;0.86;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Rennes;Bordeaux Saint-Jean;Rennes;Bordeaux;Bretagne;Nouvelle-Aquitaine;1.15;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Rennes;Toulouse Matabiau;Rennes;Toulouse;Bretagne;Occitanie;1.05;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Rennes;Nantes;Rennes;Nantes;Bretagne;Pays de la Loire;1.04;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Rennes;Strasbourg;Rennes;Strasbourg;Bretagne;Grand Est;1.16;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Paris Gare du Nord;Strasbourg;Paris;Grand Est;Île-de-France;3.69;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Paris Gare de Lyon;Strasbourg;Paris;Grand Est;Île-de-France;4.25;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Paris Saint-Lazare;Strasbourg;Paris;Grand Est;Île-de-France;3.58;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Paris Montparnasse;Strasbourg;Paris;Grand Est;Île-de-France;3.48;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Paris Est;Strasbourg;Paris;Grand Est;Île-de-France;3.53;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Paris Austerlitz;Strasbourg;Paris;Grand Est;Île-de-France;3.57;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Lyon Part-Dieu;Strasbourg;Lyon;Grand Est;Auvergne-Rhône-Alpes;0.89;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Lyon Perrache;Strasbourg;Lyon;Grand Est;Auvergne-Rhône-Alpes;1.15;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Marseille Saint-Charles;Strasbourg;Marseille;Grand Est;Provence-Alpes-Côte d'Azur;1.03;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Lille Flandres;Strasbourg;Lille;Grand Est;Hauts-de-France;1.05;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Lille Europe;Strasbourg;Lille;Grand Est;Hauts-de-France;1.05;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Bordeaux Saint-Jean;Strasbourg;Bordeaux;Grand Est;Nouvelle-Aquitaine;0.99;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Toulouse Matabiau;Strasbourg;Toulouse;Grand Est;Occitanie;0.89;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Nantes;Strasbourg;Nantes;Grand Est;Pays de la Loire;0.91;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2017;Strasbourg;Rennes;Strasbourg;Rennes;Grand Est;Bretagne;1.13;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Paris Gare de Lyon;Paris;Paris;Île-de-France;Île-de-France;1.05;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Paris Saint-Lazare;Paris;Paris;Île-de-France;Île-de-France;1.03;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Paris Montparnasse;Paris;Paris;Île-de-France;Île-de-France;1.07;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Paris Est;Paris;Paris;Île-de-France;Île-de-France;0.88;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;1.03;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;7.2;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;8.65;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;6.52;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;6.41;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;6.09;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;5.75;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;4.11;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;4.41;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Rennes;Paris;Rennes;Île-de-France;Bretagne;3.88;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare du Nord;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;3.7;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;0.95;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Paris Saint-Lazare;Paris;Paris;Île-de-France;Île-de-France;1.08;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Paris Montparnasse;Paris;Paris;Île-de-France;Île-de-France;0.91;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Paris Est;Paris;Paris;Île-de-France;Île-de-France;1.03;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;1.1;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;7.19;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;7.52;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;6.84;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;6.69;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;7.98;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;5.43;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;3.67;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;3.76;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Rennes;Paris;Rennes;Île-de-France;Bretagne;4.47;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Gare de Lyon;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;3.77;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;1.11;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Paris Gare de Lyon;Paris;Paris;Île-de-France;Île-de-France;0.98;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Paris Montparnasse;Paris;Paris;Île-de-France;Île-de-France;0.93;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Paris Est;Paris;Paris;Île-de-France;Île-de-France;1.17;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;1.0;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;8.38;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;7.57;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;5.99;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;7.22;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;6.95;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;5.16;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;4.5;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;3.84;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Rennes;Paris;Rennes;Île-de-France;Bretagne;4.03;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Saint-Lazare;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;3.66;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;1.16;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Paris Gare de Lyon;Paris;Paris;Île-de-France;Île-de-France;1.15;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Paris Saint-Lazare;Paris;Paris;Île-de-France;Île-de-France;0.99;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Paris Est;Paris;Paris;Île-de-France;Île-de-France;0.94;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;1.08;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;9.31;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;8.84;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;5.77;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;6.11;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;6.6;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;5.72;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;3.48;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;4.69;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Rennes;Paris;Rennes;Île-de-France;Bretagne;3.67;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Montparnasse;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;3.58;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;1.17;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Paris Gare de Lyon;Paris;Paris;Île-de-France;Île-de-France;0.93;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Paris Saint-Lazare;Paris;Paris;Île-de-France;Île-de-France;1.07;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Paris Montparnasse;Paris;Paris;Île-de-France;Île-de-France;1.0;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;0.98;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;8.5;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;9.31;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;6.47;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;7.78;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;8.19;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;5.08;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;4.08;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;3.65;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Rennes;Paris;Rennes;Île-de-France;Bretagne;4.37;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Est;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;4.29;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2018;Paris Austerlitz;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;1.09;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
